"address","geohash","s2","addr_res","gh_res","s2_res","tp"
"Jalan Melati No. 13, RT.3/RW.1, Desa Lengkong, Lengkong, Kab. Nganjuk, Jawa Timur 64393, Indonesia","qqxtnk1dq69d","5a1d01a6e3359dc1","[2,6,237,7,231,4,31,11,32,4,26,487,4,487,4,9,501,4,10,13,12463,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,9,20,22,34,27,33,4,18,32,33,3]","[2,4,5,8,6,7,8,5,17,15,13,13,4,10,6,18,8,3]","train"
"Jalan Bumi Manti II No. 38, Kelurahan Kampung Baru, Labuhan Ratu, Kota Bandar Lampung, Lampung 35142, Indonesia","qr4c6zqdpkvs","5a73e66631c8dedd","[2,6,140,6846,48,7,381,4,30,40,45,4,351,383,4,8,116,42,4,42,3130,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,11,21,30,18,14,4,33,16,34,13,23,3]","[2,4,5,9,13,15,17,17,17,13,8,18,16,6,15,6,6,3]","test"
"Jalan Gurameh Gang Lele, RT.4, Rejokusuman, Tamanan, Banguntapan, Kab. Bantul, Di Yogyakarta 55798, Indonesia","qqw7rtrfcuc6","5a1ae4f666ded7f3","[2,6,34598,17,1535,4,38,4,0,4,3527,4,662,4,9,236,4,82,70,4872,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,5,31,11,20,11,26,30,6,30,18,3]","[2,4,5,8,5,15,19,12,17,17,17,6,15,6,9,12,13,3]","train"
"Sinar Pamulang Permai, Blok B12 No. 15 15417, Pamulang Barat, Pamulang, Kota Tangerang Selatan, Banten 15417, Indonesia","qqgguvyvqrkm","5a0d294f1e905d2b","[2,775,311,92,4,14,3314,7,153,1875,4,311,12,4,311,4,8,29,16,4,23,1875,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,7,6,13,17,13,4,11,34,25,3]","[2,4,5,7,6,11,10,19,12,8,15,10,7,4,6,11,14,3]","train"
"Kosan Afandya, Jalan Rangga Waluyo No. 73, RT.9/RW.4, Puseurjaya, Telukjambe Timur, Kab. Karawang, Jawa Barat, Indonesia","qquk19nchneb","5a0d0673ea35562f","[2,248,0,4,6,6378,6836,7,1044,4,136,11,43,4,4906,4,475,13,4,9,85,4,10,12,4,5,3,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,34,27,32,22,30,12,22,35,19,3]","[2,4,5,7,6,7,17,9,13,15,5,13,4,4,17,11,12,3]","train"
"Warbet Minimarket, Jalan Cipareuag Belakang, RT.3/RW.6, Dusun Babakan Limus, Sukadana, Cimanggung, Kab. Sumedang, Jawa Barat 45364, Indonesia","qqu8mq5fuwe6","5a0deca1ed9223eb","[2,0,11104,4,6,0,1082,4,31,11,59,4,55,174,3872,4,2319,4,3002,4,9,336,4,10,12,3926,4,5,3,1,1,1,1,1,1,1,1]","[2,4,4,6,8,25,4,24,26,6,5,35,18,3]","[2,4,5,7,6,15,18,5,8,15,6,10,11,11,13,15,14,3]","train"
"Perumahan Permata Giri Permai, Blok C26, Giri, Giri, Kab. Banyuwangi, Jawa Timur 68423, Indonesia","qw936jw66jrk","59f6ab30d0abfee5","[2,24,166,1108,92,4,14,13641,4,1108,4,1108,4,9,292,4,10,13,19054,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,5,32,29,18,28,5,18,18,28,11,34,3]","[2,4,10,12,17,5,14,13,7,6,7,5,14,12,15,15,4,3]","train"
"Jalan Dusun Patinggen I No. 7, RT.1/RW.1, Karangpawitan, Padaherang, Kab. Pangandaran, Jawa Barat 46384, Indonesia","qqtm1ekhn3th","5a11dbd96852ed9f","[2,6,55,32295,36,7,95,4,25,11,32,4,1677,4,6685,4,9,1241,4,10,12,8859,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,20,25,27,35,34,12,22,29,20,12,3]","[2,4,5,8,8,6,14,6,10,17,16,4,11,15,6,10,12,3]","train"
"Jalan Salem 1 Rt 02 Rw VIII No. No. 110, Lengkong Gudang, Serpong, Kota Tangerang Selatan, Banten 15311, Indonesia","qqgu51pd1wbv","5a0d2b12812910f7","[2,6,11995,41,433,3932,684,322,7,7,1975,4,487,494,4,192,4,8,29,16,4,23,2835,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,6,24,27,16,33,27,5,19,13,3]","[2,4,5,7,6,11,14,8,11,16,8,11,10,8,7,12,9,3]","train"
"Deltasari Indah, Jalan Deltasari Indah Blok An No. 41, Kureksari, Waru, Kab. Sidoarjo, Jawa Timur 61256, Indonesia","qw8nj76np2p6","5a1d7f0c6c7de731","[2,10391,51,4,6,10391,51,14,677,7,451,4,6640,4,375,4,9,93,4,10,13,688,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,5,8,22,28,31,18,22,16,15,16,18,3]","[2,4,5,8,6,9,12,7,18,17,18,9,6,15,9,13,8,3]","train"
"Taeng, Pallangga, Kab. Gowa, Sulawesi Selatan 90221, Indonesia","qxhfmwpwcptg","59c2e35bd6308621","[2,9386,4,2164,4,9,714,4,63,16,1598,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,9,12,26,25,5,16,5,30,16,20,7,3]","[2,4,10,18,11,15,13,4,14,6,17,13,7,16,17,11,8,3]","train"
"Jalan Pengairan Pesing Koneng No. 52b, RT.10/RW.8, Kedoya Utara, Kebon Jeruk, Kota Jakarta Barat, Dki Jakarta 11520, Indonesia","qqguvqrf19zz","5a0d29b577f61a91","[2,6,8889,5281,2735,7,14351,4,156,11,73,4,1040,18,4,139,238,4,8,15,12,4,20,15,1499,4,5,3,1,1,1,1,1,1,1,1,1]","[2,4,4,7,6,13,4,11,26,27,32,14,14,3]","[2,4,5,7,6,11,10,14,4,9,9,12,17,8,5,10,8,3]","train"
"Bibit Angur Bibit Bidara, Jalan Sangung No. 112, Dusun Ii, Gatak, Gatak, Kab. Sukoharjo, Jawa Tengah 57557, Indonesia","qqwszc4qdu45","5a1b10d637dc7233","[2,10162,0,10162,3607,4,6,0,7,2165,4,55,176,4,3582,4,3582,4,9,341,4,10,19,8387,4,5,3,1,1,1,1,1,1,1,1,1,1]","[2,4,4,5,23,14,30,21,4,33,6,21,24,3]","[2,4,5,8,14,8,7,6,17,13,9,6,18,9,11,13,13,3]","train"
"Perumahan Puri Serang Hijau, Blok F2, Cipare, Cipocok Jaya, Kota Serang, Banten 42127, Indonesia","qqgt00trxk0d","5a731eec5b3084e9","[2,24,146,97,350,4,14,1456,4,4654,4,1001,47,4,8,97,4,23,11147,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,20,10,10,20,11,9,34,10,33,3]","[2,4,5,9,13,8,15,15,18,4,14,13,7,16,19,15,10,3]","train"
"Kuala Village, Jalan Mal Dingin Syah Kuala, Lambaro Skep, Kuta Alam, Kota Banda Aceh, Nanggroe Aceh Darussalam (Nad) 23121, Indonesia","w0gzc28kkxfx","5075240414c575e1","[2,705,666,4,6,12311,5337,20400,705,4,19875,17807,4,309,260,4,8,402,154,4,251,154,219,53,252,54,9090,4,5,3,1,1,1,1,1,1,1]","[2,5,10,7,14,30,15,8,34,34,9,26,9,3]","[2,4,7,9,4,11,19,7,19,8,19,18,4,9,4,15,8,3]","val"
"Kantor Idexpress, Jalan Cemara Raya No. 24, Padangsari, Banyumanik, Kota Semarang, Jawa Tengah 50261, Indonesia","qqwxb8pp1ze0","5a1ad9d3a34f6a6b","[2,201,0,4,6,768,22,7,242,4,14253,4,1025,4,8,84,4,10,19,4700,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,5,9,19,8,16,16,27,14,35,10,3]","[2,4,5,8,5,6,10,6,13,5,13,19,12,17,5,17,14,3]","train"
"Jalan Gunung Sahari IV No. 1, RT.9/RW.7, Gunung Sahari Selatan, Kemayoran, Kota Jakarta Pusat, Dki Jakarta 10620, Indonesia","qqguzjqpzdus","5a0d27b7e671dff5","[2,6,89,1722,123,7,41,4,136,11,65,4,89,1722,16,4,490,4,8,15,127,4,20,15,5311,4,5,3,1,1,1,1,1,1,1,1,1]","[2,4,4,7,6,14,28,4,16,14,33,6,23,3]","[2,4,5,7,6,11,9,14,9,15,17,9,8,6,12,12,4,3]","train"
"Komplek Bumi Adipura 1, Jalan Adi Kecubung No. 60, Rancabolang, Gedebage, Kota Bandung, Jawa Barat 40295, Indonesia","qqu86s4h29kc","5a0d96a8b4d3b757","[2,88,140,8033,41,4,6,1218,8042,7,675,4,5459,4,2462,4,8,37,4,10,12,2994,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,8,18,23,21,12,15,32,34,30,3]","[2,4,5,7,6,10,17,5,16,14,19,6,13,14,9,4,9,3]","train"
"Rumah Pager Mas, Jalan Ki Gede Ing Suro Gang Lorong Mangcik Rosyad No. 391, RT.10/RW.4, 30 Ilir, Ilir Barat Ii, Kota Palembang, Sumatera Selatan 30144, Indonesia","qr6qztuvvhqx","5a76923505bb3e27","[2,68,2276,142,4,6,1061,279,9515,7425,17,121,0,0,7,22932,4,156,11,43,4,287,133,4,133,12,176,4,8,102,4,21,16,8792,4,5,3]","[2,4,11,18,4,14,20,6,13,13,12,4,9,3]","[2,4,5,9,17,10,11,13,4,7,4,14,14,13,15,11,9,3]","val"
"Gang Sanggar Aulia, RT.2/RW.12, Kampung Andir, Cicalengka, Kab. Bandung, Jawa Barat 40395, Indonesia","qqu8m8jww9j4","5a0dec926e15cedd","[2,17,2858,5000,4,27,11,170,4,40,1073,4,1323,4,9,37,4,10,12,2349,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,8,25,8,28,5,5,32,28,21,3]","[2,4,5,7,6,15,18,10,11,17,15,8,4,18,15,6,6,3]","train"
"Bakso Arema, Gang I, RT.4/RW.1, Kp Citepus Wetan, Kelurahan Pasawahan, Dayeuhkolot, Kab. Bandung, Jawa Barat 40258, Indonesia","qqu82cbtdcs4","5a0d975c90cfd2ad","[2,541,13517,4,17,36,4,38,11,32,4,135,7801,162,4,30,3487,4,1315,4,9,37,4,10,12,2091,4,5,3,1,1,1,1,1,1,1,1]","[2,4,4,6,8,15,30,19,20,33,30,23,21,3]","[2,4,5,7,6,10,9,4,18,10,7,18,12,6,11,5,6,3]","train"
"Perumnas, Jalan Musi Raya No. 888, RT.51/RW.9, Sialang, Sematang Borang, Kota Palembang, Sumatera Selatan 30162, Indonesia","qr6x23z16g26","5a7691930dda7547","[2,398,4,6,556,22,7,17008,4,6578,11,94,4,3484,4,1791,1661,4,8,102,4,21,16,2912,4,5,3,1,1,1,1,1,1,1,1,1,1]","[2,4,11,18,9,15,29,14,27,18,7,15,18,3]","[2,4,5,9,17,10,8,10,13,7,6,6,5,9,4,19,9,3]","train"
"Perumahan To Lauro Garden, No. A4, Songka, Wara Selatan, Kota Palopo, Sulawesi Selatan 91926, Indonesia","qxmqxwd5brc8","59db80bf31125b31","[2,24,10624,0,290,4,7,1047,4,13542,4,2336,16,4,8,1642,4,63,16,12771,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,9,25,4,9,5,33,24,19,11,30,8,3]","[2,4,10,6,14,16,7,14,12,13,8,8,11,4,14,13,8,3]","train"
"Solokpandan, Tarogong Kaler, Kab. Garut, Jawa Barat 44151, Indonesia","qqsxn1p36zt4","5a0df27cd1c2a5f7","[2,13818,4,1005,468,4,9,263,4,10,12,1372,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,23,9,22,27,16,29,18,14,20,21,3]","[2,4,5,7,6,12,11,9,18,6,8,18,11,5,4,12,9,3]","test"
"Perumahan Griya Bulian Indah, Blok A No. A 112, Payakapar, Pinang Mancung, Bajenis, Kota Tebing Tinggi, Sumatera Utara 20611, Indonesia","w0w6zxmz6xvr","5078d41ab0bc4157","[2,24,78,3420,51,4,14,66,7,66,2165,4,0,4,134,18790,4,10248,4,8,804,436,4,21,18,11762,4,5,3,1,1,1,1,1,1,1,1]","[2,5,10,5,18,14,9,25,14,18,9,13,11,3]","[2,4,7,9,16,6,19,8,5,14,7,14,18,19,8,4,9,3]","test"
"RT.16, Desa Terusan Menang, Sirah Pulau Padang, Kab. Ogan Komering Ilir, Sumatera Selatan 30652, Indonesia","qr6t6d09vzpp","5a76982c23e35aeb","[2,408,4,26,630,6636,4,4523,397,83,4,9,249,310,133,4,21,16,9882,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,11,18,20,18,33,10,32,13,14,16,16,3]","[2,4,5,9,17,10,16,11,18,11,13,15,13,4,5,15,14,3]","train"
"Toko Listrik Bagus, Jalan Bringin Bendo, Sambi Bulu, Sambibulu, Taman, Kab. Sidoarjo, Jawa Timur 61257, Indonesia","qw8n59n8d11v","5a1d78ef37fe6eb3","[2,64,2316,3299,4,6,2092,2931,4,4321,1113,4,11511,4,111,4,9,93,4,10,13,869,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,5,8,22,24,32,22,8,33,27,27,13,3]","[2,4,5,8,6,9,16,15,12,13,9,12,15,17,15,14,13,3]","train"
"Kosan Hj Iin, Jalan Merak No. 6 E, Beji Timur, Beji, Kota Depok, Jawa Barat, Indonesia","qqggwz54ktfk","5a0d25f6615b649b","[2,248,258,8554,4,6,1730,7,91,182,4,438,13,4,438,4,8,67,4,10,12,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,7,5,14,24,21,34,20,26,34,3]","[2,4,5,7,6,11,4,12,17,17,8,4,14,17,19,10,14,3]","train"
"Dusun 3, Sidodadi, Pekalongan, Kab. Lampung Timur, Lampung 34391, Indonesia","qr4fvz9wkh7c","5a73edd6096b14e1","[2,55,58,4,1257,4,254,4,9,42,13,4,42,11797,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,11,21,26,13,14,32,5,34,12,31,30,3]","[2,4,5,9,13,15,6,6,17,7,10,17,14,8,19,15,8,3]","train"
"Kantor Kepala Desa, Jalan Sriwijaya Raya Gang Lorong Sejahtera, Ibul Besar Iii, Pemulutan, Kab. Ogan Ilir, Sumatera Selatan 30853, Indonesia","qr6w86tnsvhj","5a76916628eca8a7","[2,201,3971,26,4,6,2066,22,17,121,599,4,3489,233,428,4,8782,4,9,249,133,4,21,16,13182,4,5,3,1,1,1,1,1,1,1,1,1]","[2,4,11,18,5,8,18,20,22,23,13,12,28,3]","[2,4,5,9,17,10,8,17,17,11,16,15,18,5,16,5,9,3]","test"
"Jalan Bangka Ii B No. 31, RT.7/RW.13, Pela Mampang, Mampang Prapatan, Kota Jakarta Selatan, Dki Jakarta 12720, Indonesia","qqguqxpzgb6j","5a0d2627062852fd","[2,6,171,176,87,7,316,4,81,11,213,4,2244,460,4,460,535,4,8,15,16,4,20,15,3253,4,5,3,1,1,1,1,1,1,1,1,1]","[2,4,4,7,6,4,9,16,14,7,19,18,28,3]","[2,4,5,7,6,11,17,11,9,7,17,11,16,4,11,12,6,3]","test"
"Kos Pak Toyib, Jalan Taman Lebak Bulus IV Blok H19, RT.10/RW.7, Lebak Bulus, Cilandak, Kota Jakarta Selatan, Dki Jakarta 12440, Indonesia","qqgujwxsvrex","5a0d28de44935aff","[2,147,175,12562,4,6,111,276,1907,123,14,19690,4,156,11,65,4,276,1907,4,423,4,8,15,16,4,20,15,3346,4,5,3,1,1,1,1,1]","[2,4,4,7,6,28,5,9,23,13,11,35,9,3]","[2,4,5,7,6,11,16,6,15,19,19,10,13,4,5,12,12,3]","test"
"Jalan Petamburan V No. 5, RT.10/RW.5, Petamburan, Tanah Abang, Kota Jakarta Pusat, Dki Jakarta 10260, Indonesia","qqguwrzs9nk3","5a0d287c46828205","[2,6,467,126,7,72,4,156,11,49,4,467,4,131,400,4,8,15,127,4,20,15,5059,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,6,5,11,14,23,32,22,34,29,3]","[2,4,5,7,6,11,16,9,18,19,17,16,11,16,11,7,4,3]","test"
"Gang Indah Blok J18, Talangagung, Kepanjen, Kab. Malang, Jawa Timur 65163, Indonesia","qw81c1nd3mq7","5a1d93ecd6a17f39","[2,17,51,14,21881,4,12776,4,1173,4,9,90,4,10,13,2077,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,5,8,27,30,27,22,33,29,25,4,31,3]","[2,4,5,8,6,10,13,15,18,6,17,5,8,9,12,13,10,3]","train"
"Waterfront, Jalan Mh Thamrin Blok A No. 21, Cibatu, Cikarang Selatan, Kab. Bekasi, Jawa Barat, Indonesia","qqu5ynngg82u","5a0d1a548cf0f56d","[2,17400,4,6,2839,1314,14,66,7,202,4,1592,4,120,16,4,9,28,4,10,12,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,24,17,22,22,7,7,8,15,6,3]","[2,4,5,7,6,8,5,4,19,16,18,12,7,12,4,17,6,3]","train"
"Parapatan Jahe, RT.1/RW.5, Dusun Bantar Dawa 1, Desa Karya Mulya, Cisaga, Kab. Ciamis, Jawa Barat 46386, Indonesia","qqtnm4dndt3h","5a0e1e38d7832bc9","[2,13610,3500,4,25,11,49,4,55,947,13773,41,4,26,199,300,4,9537,4,9,449,4,10,12,16097,4,5,3,1,1,1,1,1,1,1,1,1]","[2,4,4,20,22,25,21,33,22,33,20,29,12,3]","[2,4,5,7,15,8,15,13,16,6,9,16,13,11,14,18,10,3]","test"
"Jalan Kawali II No. 15, RT.1/RW.17, Antapani Tengah, Antapani (Cicadas), Kota Bandung, Jawa Barat 40291, Indonesia","qqu8dhbmgn4h","5a0d96edcbc88813","[2,6,5622,48,7,153,4,25,11,458,4,982,19,4,982,53,914,54,4,8,37,4,10,12,2020,4,5,3,1,1,1,1,1,1,1,1,1]","[2,4,4,6,8,33,12,19,25,7,22,21,12,3]","[2,4,5,7,6,10,17,15,6,18,14,18,16,16,16,8,13,3]","train"
"Perumahan Villa Tekno, Jalan Perumahan Villa Tekno Blok L No. 10, Kademangan, Setu, Kota Tangerang Selatan, Banten 15314, Indonesia","qqgggr26pnv0","5a0d2b72a51858fb","[2,24,191,9756,4,6,24,191,9756,14,415,7,110,4,1534,4,288,4,8,29,16,4,23,2846,4,5,3,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,7,7,11,15,18,16,22,13,10,3]","[2,4,5,7,6,11,14,9,11,5,4,8,16,4,16,12,14,3]","train"
"Jalan Untung Suropati No. 6c, Sidokumpul, Sidoarjo, Kab. Sidoarjo, Jawa Timur 61212, Indonesia","qw8jth0nd0mx","5a1d81e7ecfc2e2b","[2,6,2668,2369,7,6966,4,6070,4,93,4,9,93,4,10,13,5183,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,5,8,28,20,12,10,22,33,10,25,9,3]","[2,4,5,8,6,16,8,15,9,15,18,12,18,11,15,11,14,3]","train"
"Indomret, Jalan Sukarno Hatta No. 35, Tampan, Payung Sekaki, Kota Pekanbaru, Riau 28292, Indonesia","w204gzunpd2c","5081d3ce66b95227","[2,0,4,6,5305,652,7,328,4,412,4,784,1295,4,8,151,4,50,1991,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,5,15,10,21,7,14,6,22,16,33,15,30,3]","[2,4,7,16,8,6,13,18,15,17,17,14,10,4,11,11,9,3]","train"
"Toko Mas Semar Jawa, Jalan Hos Cokroaminoto XXIII, RT.2/RW.4, Kabupaten, Klaten Tengah, Kab. Klaten, Jawa Tengah 57411, Indonesia","qqwshvem0zkp","5a1b1b8edebedb35","[2,64,142,5572,10,4,6,2409,2057,5668,4,27,11,43,4,5363,4,496,19,4,9,496,4,10,19,16586,4,5,3,1,1,1,1,1,1,1,1]","[2,4,4,5,23,12,13,35,25,10,14,34,16,3]","[2,4,5,8,14,8,14,16,15,6,15,14,15,6,14,13,4,3]","train"
"Kamlung Ketapang, Jalan Kh Mushonif No. 8, RT.1/RW.15, Desa Kampung Besar, Teluknaga, Kab. Tangerang, Banten 15510, Indonesia","qqgv6fcwrcd2","5a0cd542048404cd","[2,0,498,4,6,224,25607,7,101,4,25,11,315,4,26,40,233,4,1501,4,9,29,4,23,2102,4,5,3,1,1,1,1,1,1,1,1,1]","[2,4,4,7,13,18,26,30,5,11,30,33,15,3]","[2,4,5,7,18,6,4,19,11,7,19,16,19,7,19,18,6,3]","train"
"Jalan Saptamarga, Matang Tepah, Bendahara, Kab. Aceh Tamiang, Nanggroe Aceh Darussalam (Nad) 24472, Indonesia","w0vbbp627sh0","5079cb6b07d62195","[2,6,12527,4,7437,0,4,10865,4,9,154,2419,4,251,154,219,53,252,54,20202,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,5,10,13,19,19,16,18,15,31,23,12,10,3]","[2,4,7,9,10,18,14,17,14,7,9,6,17,11,8,10,4,3]","train"
"Jalan Amal, Pandau Jaya, Bukit Raya, Kota Pekanbaru, Riau 28284, Indonesia","w204kwzrmmje","5081d138bbc8df83","[2,6,1634,4,3792,47,4,104,22,4,8,151,4,50,3396,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,5,15,10,21,34,5,14,11,25,25,28,35,3]","[2,4,7,16,8,6,8,13,16,14,14,18,16,6,12,16,13,3]","train"
"Bengkel Bangkit, Jalan Salam Manis No. 38, RT.3/RW.12, Kandang Panjang, Pekalongan Utara, Kota Pekalongan, Jawa Tengah 51141, Indonesia","qqvbztsc1d7z","5a0fffc3015d4ca5","[2,218,13565,4,6,1357,633,7,381,4,31,11,170,4,940,247,4,254,18,4,8,254,4,10,19,8876,4,5,3,1,1,1,1,1,1,1,1]","[2,4,4,13,19,14,20,23,30,27,33,31,14,3]","[2,4,5,7,12,12,12,18,13,7,8,4,6,19,18,5,4,3]","train"
"Jalan Kedondong Kidul Gang III No. 24, RT.10/RW.4, Tegalsari, Tegalsari, Kota Surabaya, Jawa Timur 60262, Indonesia","qw8ntk79e5tw","5a1d7e8a9122bd3b","[2,6,2536,141,17,71,7,242,4,156,11,43,4,986,4,986,4,8,61,4,10,13,8781,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,5,8,22,20,34,31,32,35,24,20,5,3]","[2,4,5,8,6,9,15,16,5,10,8,11,11,14,6,13,14,3]","train"
"Kos Putri Wrna Hijau, Jalan Lintas Jambi No. 16, RT.7/RW.4, Muara Bulian, Jambi Luar Kota, Kab. Muaro Jambi, Jambi 36361, Indonesia","qr9wg7z8k9eb","5a7827253dfd58bf","[2,147,178,17363,350,4,6,405,100,7,155,4,81,11,43,4,177,3420,4,100,879,8,4,9,2016,100,4,100,3711,4,5,3,1,1,1,1,1]","[2,4,11,32,5,7,31,14,8,34,32,35,19,3]","[2,4,5,9,16,11,9,11,4,13,6,12,6,4,16,14,12,3]","train"
"Jalan Pelita IV No. 16, RT.4/RW.2, Kelurahan Pematang Pudu, Mandau, Kab. Bengkalis, Riau 28784, Indonesia","w0pzndmz8rjw","508037142ff48fc1","[2,6,934,123,7,155,4,38,11,33,4,30,479,8206,4,985,4,9,733,4,50,2908,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1]","[2,5,10,16,14,22,33,25,14,8,11,28,5,3]","[2,4,7,16,7,13,9,8,19,11,12,12,19,16,12,18,8,3]","train"
"Kontrakan Pak Suranto, Jalan Kenanga Indah Gang Hj Sabeni No. 37 L, RT.7/RW.4, Kenanga, Cipondoh, Kota Tangerang, Banten 15141, Indonesia","qqgugc5xfj04","5a0d2a41dd68d297","[2,96,175,0,4,6,634,51,17,258,24384,7,386,415,4,81,11,43,4,634,4,324,4,8,29,4,23,1137,4,5,3,1,1,1,1,1,1]","[2,4,4,7,6,7,30,24,9,26,28,10,21,3]","[2,4,5,7,6,11,5,19,8,6,6,17,16,6,11,10,9,3]","train"
"Prumahan Pertama Sukodono Raya, No. 35, Sukodono, Sukodono, Kab. Sidoarjo, Jawa Timur 61258, Indonesia","qw8juj09e9qj","5a1d78b8d4dc5cd9","[2,3573,1627,883,22,4,7,328,4,883,4,883,4,9,93,4,10,13,1284,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,5,8,28,6,28,10,32,35,32,4,28,3]","[2,4,5,8,6,9,16,14,16,6,19,6,18,4,18,6,10,3]","train"
"Batakan Vilage, Jalan Mulawarman, RT.39, Manggar Baru, Balikpapan Timur, Kota Balikpapan, Kalimantan Timur 76116, Indonesia","qxg1j8vthk40","59e3cd6b3cecd519","[2,8403,10241,4,6,3572,4,2924,4,2041,45,4,189,13,4,8,189,4,44,13,4238,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,9,7,27,28,8,13,20,12,34,21,10,3]","[2,4,10,15,13,18,6,17,14,13,18,15,18,6,4,8,10,3]","train"
"Perumahan Lavon, No. 27, Wana Kerta, Cikupa, Kab. Tangerang, Banten 15610, Indonesia","qqgsxx9my0fk","5a72d620a41dd9e9","[2,24,8717,4,7,262,4,3025,2242,4,446,4,9,29,4,23,709,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,23,9,9,32,25,17,10,26,34,3]","[2,4,5,9,11,6,17,11,7,5,19,8,6,6,10,15,10,3]","train"
"Jalan Mawar No. 8, RT.2/RW.12, Jatimekar, Jatiasih, Kota Bekasi, Jawa Barat 17422, Indonesia","qquh19zxn6xn","5a0d23cf94b480bf","[2,6,390,7,101,4,27,11,170,4,4257,4,488,4,8,28,4,10,12,3168,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,12,27,32,14,9,22,18,9,22,3]","[2,4,5,7,6,11,13,18,12,10,19,14,19,16,7,14,12,3]","train"
"Puri Gading Vila Ciater, Jalan Alam Raya II Blok C6 No. 11, RT.3/RW.10, Jatimelati, Pondok Melati, Kota Bekasi, Jawa Barat 17415, Indonesia","qquh13pq09pv","5a0d23c2bfb7c7e9","[2,146,150,1779,1676,4,6,260,22,48,14,1482,7,128,4,31,11,113,4,3889,4,60,237,4,8,28,4,10,12,3659,4,5,3,1,1,1,1]","[2,4,4,6,12,27,29,16,4,10,32,16,13,3]","[2,4,5,7,6,11,13,18,11,14,12,14,9,18,9,15,10,3]","val"
"Cendana Residence, Blok H 9 No. 15, Pondok Benda, Pamulang, Kota Tangerang Selatan, Banten 15431, Indonesia","qqggup3gkewh","5a0d2beb55546d6b","[2,635,105,4,14,75,109,7,153,4,60,482,4,311,4,8,29,16,4,23,14504,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,7,6,16,29,7,34,35,5,12,3]","[2,4,5,7,6,11,14,15,14,4,4,4,19,17,6,17,14,3]","test"
"Jalan Masjid Alfalaq No. 14, RT.6/RW.8, Jatiasih, Jatiasih, Kota Bekasi, Jawa Barat 17423, Indonesia","qquh1u1pz10k","5a0d23d1a862f3c5","[2,6,107,0,7,164,4,62,11,73,4,488,4,488,4,8,28,4,10,12,3199,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,12,27,6,27,16,14,27,10,34,3]","[2,4,5,7,6,11,13,6,8,5,16,17,11,12,13,18,4,3]","train"
